full_text;created_at;id_str;user_name;user_screen_name;label
Ya ialah wong dia jadi Wapres kok! #PrabowoWinRealCount ;25/04/2019 2:52;1,12125E+18;Rakhmad Irawan;RakhmadIrawan3;valid
Klo 01 tambah >500 suara trs ada 02 yg disunat sampe 3 pantes kan dan bukan 1, 2 tapi berkali² .. curang atau salah input .. Paling ngeles lagi . Cape deh #119FatalityKetuaKPUMundur #JanganCurangiSuaraRakyat #PRABOWOWINREALCOUNT ;25/04/2019 2:46;1,12124E+18;dhav#PrabowoPresidenRI;Dhavhere;hoax
Tak ada pemilu ulang.. sdh bnyk biaya dan korban jiwa di pemilu kali ini.. yg harus di lakukan kawal C1 sampai penetapan presiden terpilih dan prabowo presiden.. krn 02 menang kl tdk ada kecurangan.. sekian #PejuangPenjagaSuara02 #PrabowoWinRealCount;25/04/2019 2:36;1,12124E+18;✌A K A S  ✌;RahmanHady5;hoax
Klo pemerintahan memperbolehkan suatu kecurangan, maka saat ujian saya akan menyontek bersama, krn pemerintah memperbolehkan perbuatan kecurangan. Krn curangbitu baik Ngerti bong? #BPNKawalSuaraKami #salamakalsehat #PrabowoWinRealCount;25/04/2019 2:32;1,12124E+18;Aalfiqri radifa;aalfiqri;hoax
Sebelum pemilu begitu byk sindiran bahkan fitnahan utk kubu lawan setelah pemilu berlagak seperti teman dgn alasan menjaga marwah lawan..sebenarnya marwah siapa yg dijaga? Marah kubu sendirikah? #PrabowoWinRealCount #AuditForensikKPU #02wintheelection;25/04/2019 2:25;1,12124E+18;Sovira;Sovira3;hoax
W A N T E D #02wintheelection #PrabowoWinRealCount;25/04/2019 2:18;1,12124E+18;Jonie Patrick Assyafiiyah;JoniSet56479602;hoax
Why #RealCountKPUdimiripkanQC ? Kami salut #PejuangPenjagaSuara02 And #PrabowoWinRealCount;25/04/2019 2:12;1,12124E+18;arbi sandi;sandi_arbi;hoax
alhamdulilaah.. #PrabowoWinRealCount ;25/04/2019 2:11;1,12124E+18;ukmconsulting;ukmconsulting;hoax
Kejar para Teroris demokrasi pak polisi, antek2 yg menghinakan dan penghianat demokrasi Pancasila, hukum mati di nusa kambangan, Lindungi Rakyat untuk masa depan Bangsa Indonesia, Jayalah Negeriku #polisi #polri #PrabowoWinRealCount;25/04/2019 2:06;1,12123E+18;اسماعيل;mail1295;hoax
Ok pemilu kalau ini curang buruk dll , apalagi sampai level TSM laporannya juga dibuat agar tidak hoaks. Kalau laporannya saja tidak masif ? datany drmn jd ? #Pilpres2019 #pilprescurangTSM #PrabowoWinRealCount;25/04/2019 2:05;1,12123E+18;Akbar karomi putra;AkbarKaromput;hoax
Itu iseng2 aja Pdip 19% Golkar 12 % Pkb 10% Nasdem 8% Ppp 5% Perindo 3% Psi 2% Hanura 2% Pbb 1% Pkpi 1% Totalnya kurang lebih partai koalisi jokowi mendapatkan 63% suara. Secara logika 01 menang #BentukTPFkecuranganPilpres #PrabowoWinRealCount #02wintheelection #KlikRMOL;25/04/2019 2:01;1,12123E+18;Andi Yasser;AndiYasser5;hoax
Dulu rakyat melawan penjajah... Sekarang rakyat di lawan bangsanya ... #PrabowoWinRealCount;25/04/2019 1:58;1,12123E+18;kampret;Wildan74861314;valid
#PrabowoWinRealCount;25/04/2019 1:58;1,12123E+18;ekopramono;ekopramono37;valid
Itu iseng2 aja Pdip 19% Golkar 12 % Pkb 10% Nasdem 8% Ppp 5% Perindo 3% Psi 2% Hanura 2% Pbb 1% Pkpi 1% Totalnya kurang lebih partai koalisi jokowi mendapatkan 63% suara. Secara logika 01 menang #BentukTPFkecuranganPilpres #PrabowoWinRealCount #02wintheelection #KlikRMOL;25/04/2019 1:57;1,12123E+18;Andi Yasser;AndiYasser5;valid
Itu iseng2 aja Pdip 19% Golkar 12 % Pkb 10% Nasdem 8% Ppp 5% Perindo 3% Psi 2% Hanura 2% Pbb 1% Pkpi 1% Totalnya kurang lebih partai koalisi jokowi mendapatkan 63% suara. Secara logika 01 menang #BentukTPFkecuranganPilpres #PrabowoWinRealCount #02wintheelection #KlikRMOL;25/04/2019 1:56;1,12123E+18;Andi Yasser;AndiYasser5;valid
Itu iseng2 aja Pdip 19% Golkar 12 % Pkb 10% Nasdem 8% Ppp 5% Perindo 3% Psi 2% Hanura 2% Pbb 1% Pkpi 1% Totalnya kurang lebih partai koalisi jokowi mendapatkan 63% suara. Secara logika 01 menang #BentukTPFkecuranganPilpres #PrabowoWinRealCount #02wintheelection #KlikRMOL;25/04/2019 1:55;1,12123E+18;Andi Yasser;AndiYasser5;valid
Cadas @andre_rosiade mantul #PrabowoWinRealCount;25/04/2019 1:50;1,12123E+18;DeN_Maz IPoenk;JPurnomo69;valid
Biar diulang sampe 60x pun... Klo rakyat menginginkan presiden baru ya apa boleh buat ??? #PrabowoWinRealCount ;25/04/2019 1:42;1,12123E+18;Cak Don;CakDon8;valid
Sudah jadi rahasia umum kalau pesakitan itu bisa apa saja. Bisa pura-pura sakit. Bisa jalan-jalan ke luar negeri. Bisa pesan kamar sekelas hotel. Bahkan bisa kabur. Dll. Kalau gue sih percaya! Karena sudah terlalu banyak contoh soal. #PrabowoWinRealCount;25/04/2019 1:40;1,12123E+18;Rakhmad Irawan;RakhmadIrawan3;valid
Jateng di situng kpu 8 jtan. Jabar input data baru 4 jtan, itu pun banyak dr indramayu&banjar. Maksa banget pengen tetep 55-45. #PrabowoWinRealCount #KpuJanganCurang;25/04/2019 1:37;1,12123E+18;#2019GantiPresiden #PKS;nherimahbub1;valid
@KPU_ID @bawaslu_RI @DKPP_RI GARUT - Jawa Barat @prabowo @RelawanProSandi @relawanPKS @fadlizon @Fahrihamzah @tvOneNews @TvOne_News #KpuJanganCurang #INAelectionCallObserverSOS #02wintheelection #PrabowoWinRealCount #KawalPemiluJagaSuara2019 #tayangkanREA;25/04/2019 1:37;1,12123E+18;Sakti;SaktiTea;valid
Fajar memburu siang Senja memburu malam Senja menanti Fajar Penantian di penghujung waktu Tersirat rindu didinding waktu Prabowo presiden 2019-2024 Selama pagi Indonesia @lubis_mariska @jengnanini @JKrisba @zarazettirazr #PrabowoWinRealCount #PrabowoWinRealCount ;25/04/2019 1:31;1,12123E+18;Daeng Tarang;TarangDaeng;valid
#Bajajudhnggakngeleslagi #02wintheelection #PrabowoWinRealCount;25/04/2019 1:30;1,12123E+18;Jonie Patrick Assyafiiyah;JoniSet56479602;hoax
Di TV KPU, Bawaslu masih ngeles aja #02wintheelection #PrabowoWinRealCount;25/04/2019 1:30;1,12122E+18;Jonie Patrick Assyafiiyah;JoniSet56479602;hoax
biarin ahh ... cari Job kok dia ... lumayan dia udh lama gk du exposes media .. #PrabowoWinRealCount #119FatalityKetuaKPUMundur;25/04/2019 1:28;1,12122E+18;Estrie#SayNoToNgaciro 😜 😜;NovaAstrie;hoax
Kalau cinta sudah dibuang Jangan harap keadilan akan datang Kesedihan hanya tantangan Robohkan setan yg bediri mrngangkang.. Bobgkar.. bongkar... kecurangan #PRABOWOWINREALCOUNT #02WINTheElection;25/04/2019 1:27;1,12122E+18;Ricky;Ricky79616621;hoax
Sejarah indonesia pasca kemerdekaan mencatat 3 peristiwa besar : 1.pemberontakan PKIG 30s PKI 2.Tumbangnya ORBAREFORMASI 3.Pencurangan yg masif dan terstruktur pemili 20192019 GANTI PRESIDEN semangat padi sahabat perjuangan #PrabowoWinRealCount;25/04/2019 1:23;1,12122E+18;Wawan Nur Iwan;WawanNurIwan1;hoax
#02wintheelection #02menangkanpemilu #PrabowoWinRealCount #KPUjangancurang #SaveOurDemocracy;25/04/2019 1:17;1,12122E+18;الشهرذل Faisal;faisalsyahrizal;hoax
#INAelectionObserverSOS #PrabowoWinRealCount #02WinTheElection #KPUjangancurang;25/04/2019 1:07;1,12122E+18;Ruddy Firmansyah;RuddyFirmansya6;hoax
#INAelectionObserverSOS #PrabowoWinRealCount #02WinTheElection #KPUjangancurang;25/04/2019 1:06;1,12122E+18;Ruddy Firmansyah;RuddyFirmansya6;hoax
#INAelectionObserverSOS #PrabowoWinRealCount #02WinTheElection #KPUjangancurang;25/04/2019 1:06;1,12122E+18;Ruddy Firmansyah;RuddyFirmansya6;hoax
Akhirnya presiden kita punya istana sendiri #akalSehat #PrabowoWinRealCount #PrabowoSandiTakTerbendung #PrabowoSandi;25/04/2019 1:04;1,12122E+18;Partai Kuota Sapi;sapi_imut;hoax
Emang hrs digituin mrk liat secuil aja. Biar setres #PrabowoWinRealCount #RealCountKPUdimiripkanQC;25/04/2019 0:59;1,12122E+18;Early66;erlyy66;hoax
Genderewo, Sontoloyo! #CYBERMUSLIMRUSSIANFORPRABOWOSOS #INAelectionObserverSOS #PrabowoWinRealCount #PrabowoSandi;25/04/2019 0:57;1,12122E+18;@fadlilah;fadlilagozhila;valid
Allahu Akbar... ternyata kecemasan keluarga ku terhibur dg ini. Semoga Ya Allah kejahatan kecurangan kelicikan penyelenggara Pemilu dibongkar semua nya.. #PrabowoSandiTakTerbendung #PrabowoWinRealCount #RealCountKPUdimiripkanQC;25/04/2019 0:57;1,12122E+18;Early66;erlyy66;valid
#PrabowoPresidenRI #PrabowoWinRealCount #02WinTheElction #KpuJanganCurang #INAElectionObserverSOS;25/04/2019 0:57;1,12122E+18;hendri tanjung;hendritanjung77;valid
#PrabowoWinRealCount #02WinTheElection #KpuJanganCurang #INAelectionObserverSOS;25/04/2019 0:57;1,12122E+18;Eva Zahara;EvazaharaEva;valid
Rakyat pun nga pernah terlintas 02 kalah di pilpres2019 nga tau klu dicurangin dech #PrabowoWinRealCount;25/04/2019 0:50;1,12121E+18;DeN_Maz IPoenk;JPurnomo69;valid
#PrabowoWinRealCount....;25/04/2019 0:38;1,12121E+18;Malaikat;Setan0088;valid
@AHMADDHANIPRAST #PrabowoWinRealCount So happy..... ;25/04/2019 0:23;1,12121E+18;Pejuang Akal Sehat ke TPS;Can_Maks;valid
Hitungan filsafat..jarang #PrabowoWinRealCount;25/04/2019 0:22;1,12121E+18;Whaz 02;Wasonohardjo2;valid
Siyaaapp #PrabowoWinRealCount #PrabowoWinRealCount;25/04/2019 0:19;1,12121E+18;DwiNining;DwiNining3;valid
Alhamdulillah luar biasa garut. #KPUJanganCurangiSuara02 #BPNKawalSuaraKami #PrabowoWinRealCount;25/04/2019 0:19;1,12121E+18;Faisal;faisal1809;valid
Baru terjadi di Rezim ini demi bisa menambah suara;;;;;valid
Allah SWT sdh tampakkan aib2 mereka, selnjutnya ikhtiar kita utk trus menegakkan kebenaran (nahi munkar) disertai trus bermunajat di 1/3 mlm terakhir. #BentukTPFkecuranganPilpres #PrabowoWinRealCount;24/04/2019 23:42;1,1212E+18;Menuju NKRI Adil Makmur #Biidznillah;Joe_Evandri;hoax
#PrabowoWinRealCount #PejuangPenjagaSuara02;24/04/2019 23:40;1,1212E+18;INDONESIA menang!!;onykustant;hoax
@ayuningtyas___ foolback dong mbak #PrabowoWinRealCount;24/04/2019 23:38;1,1212E+18;INDONESIA menang!!;onykustant;hoax
@virevan foolback y mbak #PrabowoWinRealCount;24/04/2019 23:35;1,1212E+18;INDONESIA menang!!;onykustant;hoax
@harychandra091 follback ya mas, #PrabowoWinRealCount;24/04/2019 23:34;1,1212E+18;INDONESIA menang!!;onykustant;hoax
Belum pernah ad satu pemimpin di Negara manapun yg mampu melawan kekuatan Rakyat,,,,,,, #powerofLove #PrabowoWinRealCount;24/04/2019 23:33;1,1212E+18;Asghar Alhasny;AsgharAlhasny;hoax
#PrabowoWinRealCount #02WinTheElection;24/04/2019 23:27;1,12119E+18;Kamarudin;Kamarudin220382;hoax
People power sedang berjalan People power di Indonesia dilakukan dengan cerdas (UBN) #PrabowoWinRealCount ;24/04/2019 23:15;1,12119E+18;❣️ceu popon ajjah  ❣️;Ponirahmujahid1;hoax
#PrabowoWinRealCount ;24/04/2019 23:10;1,12119E+18;Julian T;julian_tono;hoax
Semoga sehat selalu Jendral, kami rakyat menanti kepemimpinan bapak. #PrabowoWinRealCount ;24/04/2019 23:00;1,12119E+18;Julian T;julian_tono;hoax
Pemimpin yg culas akan menurunkan watak yg sama kepada rakyatnya. #BPNKawalSuaraKami #119FatalityKetuaKPUMundur #AuditForensikKPU #BentukTPFkecuranganPilpres #PrabowoWinRealCount;24/04/2019 22:53;1,12119E+18;مصباح;Helen_Kowalski;valid
Safety first, is president #119FatalityKetuaKPUMundur #PrabowoWinRealCount;24/04/2019 22:35;1,12118E+18;Pejuang Akal Sehat ke TPS;Can_Maks;valid
Maybe..All by design ..?? #SaveOurDemocracy #KPUJanganSalahInputData #PrabowoWinRealCount ;24/04/2019 22:24;1,12118E+18;Pejuang Akal Sehat ke TPS;Can_Maks;valid
 #119FatalityKetuaKPUMundur #PejuangPenjagaSuara02 #IndonesiaMenang #PrabowoSandi #PrabowoWinRealCount;24/04/2019 21:13;1,12116E+18;YT-Media Islam;YTMediaIslam1;valid
Ayo jgn tegang2 pak @saididu Man city sdh leading Insy 2019 #PrabowoWinRealCount Dan 2019 man city juara epl;24/04/2019 20:31;1,12115E+18;Bang Hilmi ❤ ✌ ✌;bang_hilmi02;valid
#INAelectionObserverSOS #Pemilu2019 #PrabowoWinRealCount #JokowiAminMenang #KawalKotakSuara dan tagar seterusnya itu buatan orang yg di bayar, tinggal kitanya termakan apa gak, #stophoax #rakyatbutuhdamai;24/04/2019 20:22;1,12115E+18;⎝╲⎝Kanawa ฿ ⎠╱⎠;micckyung;valid
@BBCWorld @nprpolitics @nytimes @ALJAZERA_tv @Forbes @JapanGov @CNBCnow @TIME @democracynow @FRANCE24 #119FatalityKetuaKPUMundur #INAelectionObserversSOS #AuditForensikKPU #PrabowoWinRealCount #SaveOurDemocracy;24/04/2019 20:03;1,12114E+18;Putra;Putra62563235;valid
Nah,,,,,, Orang-orang yang secara psikologis dekat saja ogah pilih dia. Yakin menang??? Ini sakit tak berdarah..... #PrabowoWinRealCount #02WinTheElection;24/04/2019 19:31;1,12113E+18;Syukur Sudani Hulu;SudaniHulu;valid
Haha. Siapa mau ikutan #SaveNasiPadang? #PrabowoWinRealCount #02WinTheElection;24/04/2019 19:25;1,12113E+18;Syukur Sudani Hulu;SudaniHulu;valid
Ruang gerak mereka semakin sempit. Pepet teruusss!! Jangan kasih kendor duhai kawans. Kalo butuh martabak ma kupi pait dm aja #AuditForensikKPU #PrabowoWinRealCount ;24/04/2019 19:15;1,12113E+18;B 4 NG | | 7 4 M 4 L;JamalDeveloper;valid
#KPUJanganCurangiSuara02 #119FatalityKetuaKPUMundur #KPUJanganSalahInputData #PrabowoWinRealCount;24/04/2019 19:05;1,12113E+18;unyu-unyu;Ftri_kemal;valid
Masih bahas kotak pemilu nih @KPU_ID #SaveOurDemocracy #KpuJanganCurang #Kpuharusadil #INAelectionObserverSOS #PRABOWOWINREALCOUNT #02WINTHEELECTION #IndonesiaFraudElection ;24/04/2019 18:46;1,12112E+18;Indra Gumilar K;indragumilar;hoax
Please deh KPU, jangan salah input melulu. #SaveOurDemocrazy #PrabowoWinRealCount #KpuJanganCurang;24/04/2019 18:16;1,12112E+18;Rofie;Rofie88542376;hoax
Sdh tidak dipercaya rakyat... Silahkan anda mundur!!!!! #PrabowoWinRealCount #PrabowoSandiTakTerbendung;24/04/2019 18:13;1,12111E+18;Ilham Andi Djalante;AndiIlh19493480;hoax
BPN kawal suara Rakyat Indonesia perjuangkan sampai tuntas, agar Rakyat punya Pemimpin yg Jujur dan Adil... #INAelectionObserversSOS #PrabowoWinRealCount #AuditForensikKPU;24/04/2019 18:10;1,12111E+18;Hamba Allah;Hend20101981;hoax
Alhamdulillah di kecamatan mustikajaya kota Bekasi prabowo-sandi menang sekitar 57.8% #TheVictoryOfPrabowo #02menangkanpemilu #PrabowoWinRealCount #UsutKecuranganInputDataKPU #02wintheelection #JagaTPSKawalHasilSuara #SandiagaUno;24/04/2019 17:57;1,12111E+18;Nhedy;Nhedy13;hoax
#KPUJanganSalahInputData #BentukTPFkecuranganPilpres #KpuJanganCurang #AuditForensikKPU #PrabowoWinRealCount ;24/04/2019 17:57;1,12111E+18;Fery Be Cool;be_fery;hoax
#KPUJANGANTAKUT #KAMIBERSAMAKPU #jagaKPU #PANIK #PrabowoWinrealcount #Pemilu2019 #jokoWinElection #saveKPU #jokowiDILANjutkan #jokowi #Prabowo #2019jokowipresidenRI #01jokowiaminMENANG #TRIMAKASIHKPU #percayakpu #menolaklupa #indonesibersatu #jagapersatuanRI;24/04/2019 17:56;1,12111E+18;agung casilas;CasilasAgung;hoax
#KPUJanganSalahInputData #BentukTPFkecuranganPilpres #KpuJanganCurang #AuditForensikKPU #PrabowoWinRealCount ;24/04/2019 17:56;1,12111E+18;Fery Be Cool;be_fery;hoax
#KPUJANGANTAKUT #KAMIBERSAMAKPU #jagaKPU #PANIK #PrabowoWinrealcount #Pemilu2019 #jokoWinElection #saveKPU #jokowiDILANjutkan #jokowi #Prabowo #2019jokowipresidenRI #01jokowiaminMENANG #TRIMAKASIHKPU #percayakpu #menolaklupa #indonesibersatu #jagapersatuanRI;24/04/2019 17:44;1,12111E+18;agung casilas;CasilasAgung;hoax
#KPUJANGANTAKUT #KAMIBERSAMAKPU #jagaKPU #PANIK #PrabowoWinrealcount #Pemilu2019 #jokoWinElection #saveKPU #jokowiDILANjutkan #jokowi #Prabowo #2019jokowipresidenRI #01jokowiaminMENANG #TRIMAKASIHKPU #PERCAYAKPU #menolaklupa #indonesibersatu #jagapersatuanRI;24/04/2019 17:41;1,12111E+18;ruliandini_raya;RuliandiniR;hoax
Semoga Pak @prabowo dan @sandiuno sukses terpilih sebagai Presiden RI dan Wakil Presiden RI #AuditForensikKPU #KpuJanganCurang #2019GantiPresiden #PrabowoWinRealCount;24/04/2019 17:38;1,12111E+18;Ki Sunda;_Ki_Sunda_;hoax
Lele lagi ngecak kiu kiu, lwn empak balok #RealCountKPUdimiripkanQC #RealCountKPUdimiripkanQC Dimiripin jg no problem, emang uda mirip. _bhs itu indah,wlw sdkt tapi ngegigit, ky lele matil kue. _siapa dulu teacher nya ?Roky gerung. #PrabowoWinRealCount 62% insya Allah amin3x;24/04/2019 17:31;1,1211E+18;Syahrilmarsyah2;syahrilmarsyah2;valid
Apa yang ada dalam pikiran mereka ketika ada di depan Kabah.... Apa permohonan atau doanya? #PrabowoWinRealCount #KpuJanganCurang;24/04/2019 17:21;1,1211E+18;Agus D. Supriadi;AgusDSupriadi1;valid
Apa cuma saya yg merasa, foto jendral sbnyak itu, hanya pk @prabowo lah yg mndogakkan kepala. Jendral, mari kita dongakkan lagi kepala garuda, kita busungkan dada bangsa, melenggang dihadapan dunia dgn bangga, bhwa kita merdeka dan sejahtera. #PRABOWO #PrabowoWinRealCount;24/04/2019 17:01;1,1211E+18;Moslem Elfaruq;MoslemElfaruq;valid
17 April 2019 sampai dgn 24 April 2019 bertahan di 30.04695% Ayo kawal trus Kebenaran didiamkan maka ke zaliman yg akan menang. @CakKhum @Gerindra @prabowo presiden @sandiuno wakil presiden #AuditForensikKpu #PrabowoWinRealCount ;24/04/2019 16:51;1,12109E+18;Teungku Rahmat Cane;Rahmadalalasy;valid
Walaupun kecurangan banyak di sana sini..makin kesini kok gue makin yakin ya kl Prabowo yg akan di umumkan KPU nanti yg akan menjadi Pemenang nya..Presiden Indonesia 2019-2024 #Prabowo #UsutKecuranganInputDataKPU #PrabowoWinRealCount ;24/04/2019 16:31;1,12109E+18;Fitrialasn83;fitrialasn83;valid
#IndEmergencyUpdataSos #DiskualifikasiJokowi #WasitIkutMain #KPUJanganCurang #02wintheelection #02menangkanpemilu #PrabowoWinRealCount #RakyatDitekanRakyatMelawan #PrabowoTheNextLeader #SemuaJadiSaksi #StopKriminalisasiUlama #PulangkanImamBesarKami #SatuKomandoIBHRS;24/04/2019 16:31;1,12109E+18;AL-ATHAR;ALATHAR54120351;valid
Mantul #PrabowoWinRealCount;24/04/2019 16:17;1,12109E+18;wong kito;PelniAsmawi;valid
gass... #PrabowoWinRealCount #2019PrabowoPresidenRI;24/04/2019 15:51;1,12108E+18;.;Ammex6;valid
Bodo amat EGP..... Mau golput mau apa ke kumadinyawelah. #PrabowoWinRealCount ;24/04/2019 15:43;1,12108E+18;PUTRA GALUH;Yayatpangeran;valid
#PrabowoWinRealCount #PrabowoWinTheElection #SaveOurDemocracy;24/04/2019 15:40;1,12108E+18;Viera Mits;Viera_Mitha;valid
Report ke sini #02wintheelection #02menangkanpemilu #PrabowoWinRealCount #KPUJanganKurangiSuara02 #IndonesianElectionHeroes #IndonesiaElection2019 #worlselection #unfairelection #Indonesia #TNIADMengabdiDanMembangunBersamaRakyat;24/04/2019 15:30;1,12107E+18;жемчужный;april18081;valid
KLARIFIKASI Akun Twitter @Lovers_IBHRS bukan bagian dari akun Resmi DPP FPI mau pun LIF Akun Resmi DPP FPI & LIF adalah @FPI_Petamburan & @dpplif #DiskualifikasiJokowi #WasitIkutMain #KPUJanganCurang #02wintheelection #02menangkanpemilu #PrabowoWinRealCount;24/04/2019 15:20;1,12107E+18;Princess_kayangan;ItsmeJulid;hoax
Walo suara kami di dalam kardus, tapi semua itu untuk anda Jendral .. Beliau ga pernah PENCITRAAN jadi Iman solat Tapi Beliau mampu mengumpulkan jutaan orang untuk solat, TANPA PENCITRAAN SALAM HORMAT KAMI KEPADA ANDA PAK PRABOWO #PrabowoWinRealCount ;24/04/2019 15:20;1,12107E+18;VelociRaptor;V3Loci;valid
Aamiin Yaa Mujibassailiin #PrabowoWinRealCount;24/04/2019 15:17;1,12107E+18;Bung Yopi;BungY0p1;valid
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
