"user_statuses_count","user_followers_count","full_text","user_url","user_location","user_description","user_profile_image_url_https","is_quote_status","quote_count","user_friends_count","full_text_norm","entities_user_mentions","entities_urls","in_reply_to_user_id_str","favorite_count","lang","user_created_at","user_listed_count","created_at","user_id_str","user_favourites_count","user_verified","source","in_reply_to_status_id_str","reply_count","in_reply_to_screen_name","id_str","entities_hashtags","text_sentiment","retweet_count","user_name","user_screen_name"
"None","None","[BERITA] Tekan Persebaran Hoaks, Tim Cek Fakta Gabungan Pantau Konten Digital Tim Cek Fakta yang merupakan gabungan dari beberapa elemen seperti Asosiasi Media Siber Indonesia atau AMSI, Aliansi Jurnalis Independen (AJI), Mafindo, ... #LawanHoax","None","None","None","None","None","None","None","[BERITA] Tekan Persebaran Hoaks, Tim Cek Fakta Gabungan Pantau Konten Digital Tim Cek Fakta yang merupakan gabungan dari beberapa elemen seperti Asosiasi Media Siber Indonesia atau AMSI, Aliansi Jurnalis Independen (AJI), Mafindo, ... #LawanHoax","","None","",11,"None","None","None","2019-04-17 11:39","None","None","None","None","None",0,"","1118479136710807554","LawanHoax","neutral",9,"MAFINDO","TurnBackHoax"
"None","None","[BENAR] Klarifikasi SMS Dengan Nomor Handphone Ustadz Abdul Somad Dukung Paslon 01 ... klarifikasi Ustadz Abdul Somad lewat akun instagramnya yang mengatakan bahwa nomor handphonenya telah dibajak oleh pihak-pihak yang tidak bertanggung ... #LawanHoax","None","None","None","None","None","None","None","[BENAR] Klarifikasi SMS Dengan Nomor Handphone Ustadz Abdul Somad Dukung Paslon 01 ... klarifikasi Ustadz Abdul Somad lewat akun instagramnya yang mengatakan bahwa nomor handphonenya telah dibajak oleh pihak-pihak yang tidak bertanggung ... #LawanHoax","","None","",12,"None","None","None","2019-04-17 11:20","None","None","None","None","None",1,"","1118474421545496576","LawanHoax","neutral",9,"MAFINDO","TurnBackHoax"
"None","None","[SALAH] Taruhan Pilpres Berhadiah Lapangan Sepakbola “Itu taruhan bohongan, tanah yang dimaksud itu adalah lapangan sepakbola yang sudah 10 tahun lebih tidak diperhatikan. Mudah-mudahan ... Selengkapnya di bagian PENJELASAN dan REFERENSI #LawanHoax","None","None","None","None","None","None","None","[SALAH] Taruhan Pilpres Berhadiah Lapangan Sepakbola “Itu taruhan bohongan, tanah yang dimaksud itu adalah lapangan sepakbola yang sudah 10 tahun lebih tidak diperhatikan. Mudah-mudahan ... Selengkapnya di bagian PENJELASAN dan REFERENSI #LawanHoax","","None","",12,"None","None","None","2019-04-17 11:15","None","None","None","None","None",0,"","1118473123286749185","LawanHoax","neutral",29,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] Kericuhan di TPS akibat Anggota Ormas Pakai Pin Paslon Benar adanya peristiwa tersebut, seperti yang disampaikan langsung oleh pihak Kepolisian. #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] Kericuhan di TPS akibat Anggota Ormas Pakai Pin Paslon Benar adanya peristiwa tersebut, seperti yang disampaikan langsung oleh pihak Kepolisian. #cekfaktaPemilu2019","","None","",10,"None","None","None","2019-04-17 11:08","None","None","None","None","None",1,"","1118471325427752960","cekfaktaPemilu2019","neutral",12,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] TPS Jenetallasa Dihentikan Sementara Karena Ada Surat Suara Yang Telah Tercoblos ... KPU Gowa mmastikan surat suara tersebut diklaim rusak dan bukan hasil pencoblosan dikarenakan lubang coblosan kecil bukan ukuran ... #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] TPS Jenetallasa Dihentikan Sementara Karena Ada Surat Suara Yang Telah Tercoblos ... KPU Gowa mmastikan surat suara tersebut diklaim rusak dan bukan hasil pencoblosan dikarenakan lubang coblosan kecil bukan ukuran ... #cekfaktaPemilu2019","","None","",9,"None","None","None","2019-04-17 11:03","None","None","None","None","None",1,"","1118469956406956032","cekfaktaPemilu2019","negative",6,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] Terjadi Pembacokan dan Penembakan di TPS Sampang Kabar bentrok massa dan berujung pada pembacokan dan penembakan benar adanya. Diduga karena perebutan mandat saksi. #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] Terjadi Pembacokan dan Penembakan di TPS Sampang Kabar bentrok massa dan berujung pada pembacokan dan penembakan benar adanya. Diduga karena perebutan mandat saksi. #cekfaktaPemilu2019","","None","",4,"None","None","None","2019-04-17 10:57","None","None","None","None","None",1,"","1118468503227383808","cekfaktaPemilu2019","neutral",6,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] Surat Suara Tertukar Di Kembangarum, Semarang Barat Hingga berita ini dibuat, pihak KPU Kota Semarang masih meminta waktu untuk mendistribusikan kembali surat suara yang tertukar ke TPS yang tepat. #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] Surat Suara Tertukar Di Kembangarum, Semarang Barat Hingga berita ini dibuat, pihak KPU Kota Semarang masih meminta waktu untuk mendistribusikan kembali surat suara yang tertukar ke TPS yang tepat. #cekfaktaPemilu2019","","None","",3,"None","None","None","2019-04-17 10:49","None","None","None","None","None",1,"","1118466574803800065","cekfaktaPemilu2019","neutral",3,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] Puluhan TPS di Bekasi Tidak Bisa Nyoblos Karena Surat Suara Kurang Hal tersebut benar adanya, dan sudah mendapat keterangan dari Komisioner Bawaslu Kota Bekasi, Ali Mahyail mengenai penyebab terjadinya puluhan TPS ... #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] Puluhan TPS di Bekasi Tidak Bisa Nyoblos Karena Surat Suara Kurang Hal tersebut benar adanya, dan sudah mendapat keterangan dari Komisioner Bawaslu Kota Bekasi, Ali Mahyail mengenai penyebab terjadinya puluhan TPS ... #cekfaktaPemilu2019","","None","",10,"None","None","None","2019-04-17 09:51","None","None","None","None","None",1,"","1118451952650571776","cekfaktaPemilu2019","positive",10,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] Viral Video Surat Suara Tercoblos No Urut 1 di TPS 3 Soak Baru Kabupaten MUBA Ini Faktanya Informasi tersebut benar akan tetapi tidak semua surat suara tercoblos melainkan hanya 4 lembar surat suara #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] Viral Video Surat Suara Tercoblos No Urut 1 di TPS 3 Soak Baru Kabupaten MUBA Ini Faktanya Informasi tersebut benar akan tetapi tidak semua surat suara tercoblos melainkan hanya 4 lembar surat suara #cekfaktaPemilu2019","","None","",18,"None","None","None","2019-04-17 09:48","None","None","None","None","None",1,"","1118451186611261441","cekfaktaPemilu2019","positive",14,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] PPS Kedepok Beri Surat Suara Ganda ke Pemilih Namun, Achmad menegaskan setelah mengetahuinya, surat suara itu tidak sampai dicoblos, pun juga tidak sampai dimasukkan ke kotak suara. #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] PPS Kedepok Beri Surat Suara Ganda ke Pemilih Namun, Achmad menegaskan setelah mengetahuinya, surat suara itu tidak sampai dicoblos, pun juga tidak sampai dimasukkan ke kotak suara. #cekfaktaPemilu2019","","None","",5,"None","None","None","2019-04-17 09:46","None","None","None","None","None",1,"","1118450549496500225","cekfaktaPemilu2019","neutral",3,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] Warga Binaan Rumah Tahanan Sumenep Kehilangan Hak Pilih Benar sebanyak 74 orang tersebut kehilangan hak pilih karena tidak mendapatkan C6 (undangan) atau tidak masuk DPT. Tapi belum ada keterangan resmi dari KPU ... #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] Warga Binaan Rumah Tahanan Sumenep Kehilangan Hak Pilih Benar sebanyak 74 orang tersebut kehilangan hak pilih karena tidak mendapatkan C6 (undangan) atau tidak masuk DPT. Tapi belum ada keterangan resmi dari KPU ... #cekfaktaPemilu2019","","None","",3,"None","None","None","2019-04-17 09:41","None","None","None","None","None",1,"","1118449353016758272","cekfaktaPemilu2019","positive",3,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] Meme Hasil Kerja Jokowi-JK dalam Tiga Tahun Pemerintahan Terkait pembangunan bendungan, hingga tahun 2017, ada 43 bendungan yang dibangun, dan pada 2019 ditargetkan akan terbangun 65 bendungan di seluruh Indonesia ... #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] Meme Hasil Kerja Jokowi-JK dalam Tiga Tahun Pemerintahan Terkait pembangunan bendungan, hingga tahun 2017, ada 43 bendungan yang dibangun, dan pada 2019 ditargetkan akan terbangun 65 bendungan di seluruh Indonesia ... #cekfaktaPemilu2019","","None","",1,"None","None","None","2019-04-17 09:36","None","None","None","None","None",1,"","1118448072730628096","cekfaktaPemilu2019","neutral",1,"MAFINDO","TurnBackHoax"
"None","None","[CekFakta] TPS di Sendangmulyo Semarang Tak Kebagian Surat Suara Caleg Provinsi Saat dihubungi baik Ketua KPU Semarang, ... maupun Koordinator Divisi Logistik KPU Jateng, ... belum memberikan respons. #cekfaktaPemilu2019","None","None","None","None","None","None","None","[CekFakta] TPS di Sendangmulyo Semarang Tak Kebagian Surat Suara Caleg Provinsi Saat dihubungi baik Ketua KPU Semarang, ... maupun Koordinator Divisi Logistik KPU Jateng, ... belum memberikan respons. #cekfaktaPemilu2019","","None","",2,"None","None","None","2019-04-17 09:27","None","None","None","None","None",1,"","1118445786868502530","cekfaktaPemilu2019","positive",2,"MAFINDO","TurnBackHoax"
