"user_statuses_count","user_followers_count","full_text","user_url","user_location","user_description","user_profile_image_url_https","is_quote_status","quote_count","user_friends_count","full_text_norm","entities_user_mentions","entities_urls","in_reply_to_user_id_str","favorite_count","lang","user_created_at","user_listed_count","created_at","user_id_str","user_favourites_count","user_verified","source","in_reply_to_status_id_str","reply_count","in_reply_to_screen_name","id_str","entities_hashtags","text_sentiment","retweet_count","user_name","user_screen_name"
"None","None","Lo yg lampu botol @haikal_hassan! Laporkan ke pihak yg berwajib jk bukti lengkap. Ngapain cuap2 di #twitter . #Pilpres2019 ","None","None","None","None","None","None","None","Lo yg lampu botol @haikal_hassan! Laporkan ke pihak yg berwajib jk bukti lengkap. Ngapain cuap2 di #twitter . #Pilpres2019 ","haikal_hassan","None","",0,"None","None","None","2019-04-24 12:01","None","None","None","None","None",0,"","1121021365010620418","twitter Pilpres2019","positive",0,"PutraSaraswati","hasyimiKis"
"None","None","FYI : KPU akan mengumumkan pemenang #Pilpres2019 pada 22 Mei 2019","None","None","None","None","None","None","None","FYI : KPU akan mengumumkan pemenang #Pilpres2019 pada 22 Mei 2019","","None","",43,"None","None","None","2019-04-24 12:00","None","None","None","None","None",6,"","1121021210467258370","Pilpres2019","positive",7,"IG : HeraLoebs","HeraLoebs"
"None","None","...Kalau nggak dicurangi bisa 70 atau 80%, ujar Ketua BPN Prabowo-Sandiaga, Djoko Santoso mengklaim paslon 02 bisa menang. #Pilpres2019 ","None","None","None","None","None","None","None","...Kalau nggak dicurangi bisa 70 atau 80%, ujar Ketua BPN Prabowo-Sandiaga, Djoko Santoso mengklaim paslon 02 bisa menang. #Pilpres2019 ","","None","",0,"None","None","None","2019-04-24 12:00","None","None","None","None","None",0,"","1121021001230237696","Pilpres2019","positive",0,"Tukang Gorengan","0202_2019"
"None","None","Kita pun sudah berdamai kembali. Lah, mereka masih tagar2an, humm... Pilpres udah selesai.... Baik kalian juga rujukan lagi. Ayo bangun kembali bangsa ini. #Pilpres2019 #KamiPercayaKPU #kamipercayabawaslu #KamipercayaTNI #KamiPercayaPolri . . . @KPU_ID @bawaslu_RI @Puspen_TNI","None","None","None","None","None","None","None","Kita pun sudah berdamai kembali. Lah, mereka masih tagar2an, humm... Pilpres udah selesai.... Baik kalian juga rujukan lagi. Ayo bangun kembali bangsa ini. #Pilpres2019 #KamiPercayaKPU #kamipercayabawaslu #KamipercayaTNI #KamiPercayaPolri . . . @KPU_ID @bawaslu_RI @Puspen_TNI","KPU_ID bawaslu_RI Puspen_TNI","None","",0,"None","None","None","2019-04-24 11:59","None","None","None","None","None",0,"","1121020872540606466","Pilpres2019 KamiPercayaKPU kamipercayabawaslu KamipercayaTNI KamiPercayaPolri","neutral",0,"Zulzaman","Zulzamangmni"
"None","None","Waktu 2014 Presidennya @SBYudhoyono , jargonnya sama. Kreatip dikit lae @Dahnilanzar ! #Pilpres2019 ","None","None","None","None","None","None","None","Waktu 2014 Presidennya @SBYudhoyono , jargonnya sama. Kreatip dikit lae @Dahnilanzar ! #Pilpres2019 ","SBYudhoyono Dahnilanzar","None","",0,"None","None","None","2019-04-24 11:58","None","None","None","None","None",0,"","1121020551349170176","Pilpres2019","positive",0,"PutraSaraswati","hasyimiKis"
"None","None","Cari panwasnya @ustadtengkuzul ! Gak usah jadi biang rusuh. Di #Pilpres2019 ","None","None","None","None","None","None","None","Cari panwasnya @ustadtengkuzul ! Gak usah jadi biang rusuh. Di #Pilpres2019 ","ustadtengkuzul","None","",0,"None","None","None","2019-04-24 11:56","None","None","None","None","None",0,"","1121020082367262721","Pilpres2019","negative",0,"PutraSaraswati","hasyimiKis"
"None","None"," #sexykiller #Jandahot #janda #BLACKPINK #beritaviral #susumama #pilpres2019 #beritahot #bokepjepang #ceritasex #goyanghot #wikwikwik #hentaixxx #duniamalam #dancerindonesia #dancerindonesia #kasusaudrey #videoviral #cewekbugil #bali #dancer #lucintaluna","None","None","None","None","None","None","None"," #sexykiller #Jandahot #janda #BLACKPINK #beritaviral #susumama #pilpres2019 #beritahot #bokepjepang #ceritasex #goyanghot #wikwikwik #hentaixxx #duniamalam #dancerindonesia #dancerindonesia #kasusaudrey #videoviral #cewekbugil #bali #dancer #lucintaluna","","None","",0,"None","None","None","2019-04-24 11:54","None","None","None","None","None",0,"","1121019683396669440","sexykiller Jandahot janda BLACKPINK beritaviral susumama pilpres2019 beritahot bokepjepang ceritasex goyanghot wikwikwik hentaixxx duniamalam dancerindonesia dancerindonesia kasusaudrey videoviral cewekbugil bali dancer lucintaluna","neutral",0,"Nur Resti PartIII","NPartiii"
"None","None","#JokowiAminMenang #Jokowi #Pilpres2019 #Pemilu2019 #02KalahTerusBohong","None","None","None","None","None","None","None","#JokowiAminMenang #Jokowi #Pilpres2019 #Pemilu2019 #02KalahTerusBohong","","None","",0,"None","None","None","2019-04-24 11:47","None","None","None","None","None",0,"","1121017773830754306","JokowiAminMenang Jokowi Pilpres2019 Pemilu2019 02KalahTerusBohong","neutral",0,"Denni Andreas","d_eass"
"None","None","#yangkalahdibotakin #Pilpres2019 #tvOneNews","None","None","None","None","None","None","None","#yangkalahdibotakin #Pilpres2019 #tvOneNews","","None","",0,"None","None","None","2019-04-24 11:44","None","None","None","None","None",0,"","1121017012543602689","yangkalahdibotakin Pilpres2019 tvOneNews","neutral",0,"a_sultanagung","ASultanagung"
"None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","None","None","None","None","None","None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","","None","",0,"None","None","None","2019-04-24 11:40","None","None","None","None","None",0,"","1121016144373137408","Pilpres2019 BersihkanIndonesia","positive",0,"Akunya","Hikss06"
"None","None","Kalau #Pilpres2019 sdh jelas siapa pemenangnya, malah siapa aja #caleg yg lolos ke senayan yg bikin penasaran","None","None","None","None","None","None","None","Kalau #Pilpres2019 sdh jelas siapa pemenangnya, malah siapa aja #caleg yg lolos ke senayan yg bikin penasaran","","None","",0,"None","None","None","2019-04-24 11:40","None","None","None","None","None",0,"","1121016123699290113","Pilpres2019 caleg","positive",0,"Refly Punuh","punuh"
"None","None","Pemilu serentak pertama kali kali ini memakan banyak korban. Ratusan meninggal dan banyak juga yang masuk rumah sakit. }---> #OpiniVideo #Pemilu2019 #Pilpres2019 #KPU > Simak artikel/video lain yang menarik di <","None","None","None","None","None","None","None","Pemilu serentak pertama kali kali ini memakan banyak korban. Ratusan meninggal dan banyak juga yang masuk rumah sakit. }---> #OpiniVideo #Pemilu2019 #Pilpres2019 #KPU > Simak artikel/video lain yang menarik di <","","None","",2,"None","None","None","2019-04-24 11:39","None","None","None","None","None",0,"","1121015726087663616","OpiniVideo Pemilu2019 Pilpres2019 KPU","negative",6,"OPINI.ID","OPINI_id"
"None","None","#JokowiMenangTotalDebat #JokoWinElection #JokowiOrangBaik #JokowiOrangBaik #PrabowoGila #PrabowoHalu #Pilpres2019 #pilprescurangTSM #119FatalityKetuaKPUMundur","None","None","None","None","None","None","None","#JokowiMenangTotalDebat #JokoWinElection #JokowiOrangBaik #JokowiOrangBaik #PrabowoGila #PrabowoHalu #Pilpres2019 #pilprescurangTSM #119FatalityKetuaKPUMundur","","None","",0,"None","None","None","2019-04-24 11:38","None","None","None","None","None",0,"","1121015474714632192","JokowiMenangTotalDebat JokoWinElection JokowiOrangBaik JokowiOrangBaik PrabowoGila PrabowoHalu Pilpres2019 pilprescurangTSM 119FatalityKetuaKPUMundur","neutral",1,"Lohmenz Neinjelen","Lohmenz"
"None","None","Bagaimana? Sudah lebih tenang dan damai kan? Gak usah ribut ah. Tetep aja kalau wisuda minjem kemeja sama sepatu pantopel juga ke tetangga. Kalau mau pergi, nitip jemuran juga ke tetangga. #DramaTwitter #Pilpres2019","None","None","None","None","None","None","None","Bagaimana? Sudah lebih tenang dan damai kan? Gak usah ribut ah. Tetep aja kalau wisuda minjem kemeja sama sepatu pantopel juga ke tetangga. Kalau mau pergi, nitip jemuran juga ke tetangga. #DramaTwitter #Pilpres2019","","None","",0,"None","None","None","2019-04-24 11:34","None","None","None","None","None",0,"","1121014525711372289","DramaTwitter Pilpres2019","positive",0,"Aditya Ananda","adityaanandaaa"
"None","None","#FadliZon mengatakan, akan mengusulkan pembentukan pansus tersebut ke fraksi-fraksi yang ada di DPR yaitu #Pan #PKS #Demokrat dan #Gerindra sesuai Komisioner #KPU @KPU_ID & @bawaslu_RI #Pilpres2019 #PopulerB1 #Pemilu2019","None","None","None","None","None","None","None","#FadliZon mengatakan, akan mengusulkan pembentukan pansus tersebut ke fraksi-fraksi yang ada di DPR yaitu #Pan #PKS #Demokrat dan #Gerindra sesuai Komisioner #KPU @KPU_ID & @bawaslu_RI #Pilpres2019 #PopulerB1 #Pemilu2019","KPU_ID bawaslu_RI","None","23343960",1,"None","None","None","2019-04-24 11:30","None","None","None","None","None",0,"kompascom","1121013593271459844","FadliZon Pan PKS Demokrat Gerindra KPU Pilpres2019 PopulerB1 Pemilu2019","positive",2,"Rhoma Ihrama","RhomaIhrama"
"None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","None","None","None","None","None","None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","","None","",0,"None","None","None","2019-04-24 11:21","None","None","None","None","None",0,"","1121011289130708997","Pilpres2019 BersihkanIndonesia","positive",0,"DAMAI SEJAHTERA OS","ds_shop_id"
"None","None","SEDANG BERLANGSUNG Live Streaming Mata Najwa Usai Pemilu, Jokowi Buka-bukaan soal Pilpres 2019 #MataNajwaUsaiPemilu #Jokowi #Pemilu2019 #Pilpres2019 #UsaiPemilu","None","None","None","None","None","None","None","SEDANG BERLANGSUNG Live Streaming Mata Najwa Usai Pemilu, Jokowi Buka-bukaan soal Pilpres 2019 #MataNajwaUsaiPemilu #Jokowi #Pemilu2019 #Pilpres2019 #UsaiPemilu","","None","",1,"None","None","None","2019-04-24 11:20","None","None","None","None","None",0,"","1121011088135348225","MataNajwaUsaiPemilu Jokowi Pemilu2019 Pilpres2019 UsaiPemilu","neutral",2,"TribunKaltim.co","tribunkaltim"
"None","None","Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan setuju saja bila pertemuan antara dua calon presiden, Joko Widodo dan Prabowo Subianto benar-benar terjadi. #Pilpres2019 ","None","None","None","None","None","None","None","Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan setuju saja bila pertemuan antara dua calon presiden, Joko Widodo dan Prabowo Subianto benar-benar terjadi. #Pilpres2019 ","","None","",1,"None","None","None","2019-04-24 11:17","None","None","None","None","None",0,"","1121010155280199680","Pilpres2019","positive",0,"JPNN.com","jpnncom"
"None","None","Perlu di selidiki ini #Pilpres2019 @KPU_ID @bawaslu_RI ","None","None","None","None","None","None","None","Perlu di selidiki ini #Pilpres2019 @KPU_ID @bawaslu_RI ","KPU_ID bawaslu_RI","None","",1,"None","None","None","2019-04-24 11:16","None","None","None","None","None",0,"","1121010047528554496","Pilpres2019","neutral",1,"civil kuat","civil_kuat"
"None","None","Benarkah KPU dan Bawaslu di Bawah Kendali Pemerintah? Begini Penjelasan Wiranto #indonesia #Pemilu2019 #Pilpres2019 #merahputih","None","None","None","None","None","None","None","Benarkah KPU dan Bawaslu di Bawah Kendali Pemerintah? Begini Penjelasan Wiranto #indonesia #Pemilu2019 #Pilpres2019 #merahputih","","None","",0,"None","None","None","2019-04-24 11:15","None","None","None","None","None",0,"","1121009640135729155","indonesia Pemilu2019 Pilpres2019 merahputih","neutral",0,"newsmerahputih","newsmerahputih"
"None","None","Ini Ucapan Tak Terduga China pada Indonesia Terkait Pemilu 2019 #pantaucom #pemilu2019 #pilpres2019 #pemerintahanindonesia #china","None","None","None","None","None","None","None","Ini Ucapan Tak Terduga China pada Indonesia Terkait Pemilu 2019 #pantaucom #pemilu2019 #pilpres2019 #pemerintahanindonesia #china","","None","",0,"None","None","None","2019-04-24 11:13","None","None","None","None","None",0,"","1121009151851683841","pantaucom pemilu2019 pilpres2019 pemerintahanindonesia china","neutral",0,"Pantau.com","pantau_com"
"None","None","Tahun ini, banyak anak muda yang terlibat dalam politik. Baik sebagai politisi, maupun hanya rerlibat dalam proses pemilihan. Didiklah mereka dengan kejujuran, didiklah melalui contoh. #Pilpres2019 #DaruratC1Plano #AuditForensikKPU","None","None","None","None","None","None","None","Tahun ini, banyak anak muda yang terlibat dalam politik. Baik sebagai politisi, maupun hanya rerlibat dalam proses pemilihan. Didiklah mereka dengan kejujuran, didiklah melalui contoh. #Pilpres2019 #DaruratC1Plano #AuditForensikKPU","","None","",0,"None","None","None","2019-04-24 11:10","None","None","None","None","None",0,"","1121008591299702784","Pilpres2019 DaruratC1Plano AuditForensikKPU","positive",0,"Jeki Amir","amir_jacki"
"None","None","Sudah ada (yang menghubungi), tapi saya bilang tidak ada gunanya melalui utusan, langsung saja bertemu, kata Sandiaga Uno. #Pilpres2019 ","None","None","None","None","None","None","None","Sudah ada (yang menghubungi), tapi saya bilang tidak ada gunanya melalui utusan, langsung saja bertemu, kata Sandiaga Uno. #Pilpres2019 ","","None","",90,"None","None","None","2019-04-24 11:09","None","None","None","None","None",30,"","1121008308708618240","Pilpres2019","positive",16,"detikcom","detikcom"
"None","None","Tidak bisa itu. Saya minta semua pihak legawa dan dewasa serta menahan diri. Tidak perlu ada ancam mengancam yang saya tidak tahu dari mana itu, tetapi persatuan dan kesatuan bangsa harus dijaga. #Pilpres2019 ","None","None","None","None","None","None","None","Tidak bisa itu. Saya minta semua pihak legawa dan dewasa serta menahan diri. Tidak perlu ada ancam mengancam yang saya tidak tahu dari mana itu, tetapi persatuan dan kesatuan bangsa harus dijaga. #Pilpres2019 ","","None","",0,"None","None","None","2019-04-24 11:09","None","None","None","None","None",0,"","1121008140760125443","Pilpres2019","neutral",0,"JPNN.com","jpnncom"
"None","None","#RealCountKPU Jokowi-Amin 55.80% Prabowo-Sandi 44.20% Data masuk 29,80% 24 April Pk 18:00 WIB. #Pilpres2019 #iNews","None","None","None","None","None","None","None","#RealCountKPU Jokowi-Amin 55.80% Prabowo-Sandi 44.20% Data masuk 29,80% 24 April Pk 18:00 WIB. #Pilpres2019 #iNews","","None","",4,"None","None","None","2019-04-24 11:08","None","None","None","None","None",2,"","1121008001949687808","RealCountKPU Pilpres2019 iNews","neutral",3,"iNews","OfficialiNewsTV"
"None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","None","None","None","None","None","None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","","None","",0,"None","None","None","2019-04-24 11:06","None","None","None","None","None",0,"","1121007512696885250","Pilpres2019 BersihkanIndonesia","positive",0,"RISKA YULI NURVIANTH","farmasisejati"
"None","None","#Feed IMG Asia di Asiasat 5 (100.5°E) •3700 V 30000 (MPEG4/HD/$) SID: 0001 ►AB A7 76 C8 17 17 2A 58 RT @SiaranBolaLivee #6ISSKEY #LoveTwitter #NBA #NBATwitter #YouTubeMusic #FACup #Pemilu2019 #IAMOPL #IAmAndIWill #PricelessSurprises #Pilpres2019 #Avengers","None","None","None","None","None","None","None","#Feed IMG Asia di Asiasat 5 (100.5°E) •3700 V 30000 (MPEG4/HD/$) SID: 0001 ►AB A7 76 C8 17 17 2A 58 RT @SiaranBolaLivee #6ISSKEY #LoveTwitter #NBA #NBATwitter #YouTubeMusic #FACup #Pemilu2019 #IAMOPL #IAmAndIWill #PricelessSurprises #Pilpres2019 #Avengers","SiaranBolaLivee","None","",2,"None","None","None","2019-04-24 11:06","None","None","None","None","None",0,"","1121007426059169792","Feed 6ISSKEY LoveTwitter NBA NBATwitter YouTubeMusic FACup Pemilu2019 IAMOPL IAmAndIWill PricelessSurprises Pilpres2019 Avengers","neutral",0,"BISS KEY™  🇮🇩","bisskeyID"
"None","None","Mantap pak.. #2019TetapJokowi #2019PilihJokowi #2019PilihJokowiKyaiMaruf #JokowiAmin #01IndonesiaMaju #Pilpres2019 #KoalisiPrabohong #SandiwaraUno #Indonesia #Viral #02KalahTerusBohong","None","None","None","None","None","None","None","Mantap pak.. #2019TetapJokowi #2019PilihJokowi #2019PilihJokowiKyaiMaruf #JokowiAmin #01IndonesiaMaju #Pilpres2019 #KoalisiPrabohong #SandiwaraUno #Indonesia #Viral #02KalahTerusBohong","","None","",1,"None","None","None","2019-04-24 11:02","None","None","None","None","None",1,"","1121006410966286337","2019TetapJokowi 2019PilihJokowi 2019PilihJokowiKyaiMaruf JokowiAmin 01IndonesiaMaju Pilpres2019 KoalisiPrabohong SandiwaraUno Indonesia Viral 02KalahTerusBohong","neutral",1,"#2019TetapJokowi","gorontalojokowi"
"None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","None","None","None","None","None","None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","","None","",0,"None","None","None","2019-04-24 11:01","None","None","None","None","None",0,"","1121006301948141570","Pilpres2019 BersihkanIndonesia","positive",0,"entut kupu","bomby_stiawan"
"None","None","Ada yang bagi tugas untuk syukuran, ada yang harus menyemangati. Jadi kalau dua-duanya bersyukur siapa yang menyemangati, ujar Sandiaga. #Pilpres2019 ","None","None","None","None","None","None","None","Ada yang bagi tugas untuk syukuran, ada yang harus menyemangati. Jadi kalau dua-duanya bersyukur siapa yang menyemangati, ujar Sandiaga. #Pilpres2019 ","","None","",53,"None","None","None","2019-04-24 10:59","None","None","None","None","None",23,"","1121005840826290176","Pilpres2019","neutral",14,"detikcom","detikcom"
"None","None","padahal mereka terus memperdebatkan hitung cepat yang memenangkan #JokowiMaruf. #BuktiinDong #BersatuUsaiPemilu #Pilpres2019 #lawanpenghasut #LawanPeoplePower #JokowiAminSudahMenang #JokowiAminMenangTotal #janganmaudipecah #jokowi2periode #01JokowiAminSudahMenang #JokoWinElection","None","None","None","None","None","None","None","padahal mereka terus memperdebatkan hitung cepat yang memenangkan #JokowiMaruf. #BuktiinDong #BersatuUsaiPemilu #Pilpres2019 #lawanpenghasut #LawanPeoplePower #JokowiAminSudahMenang #JokowiAminMenangTotal #janganmaudipecah #jokowi2periode #01JokowiAminSudahMenang #JokoWinElection","","None","",0,"None","None","None","2019-04-24 10:53","None","None","None","None","None",0,"","1121004297649414144","JokowiMaruf BuktiinDong BersatuUsaiPemilu Pilpres2019 lawanpenghasut LawanPeoplePower JokowiAminSudahMenang JokowiAminMenangTotal janganmaudipecah jokowi2periode 01JokowiAminSudahMenang JokoWinElection","positive",0,"Supri Jayadi","SupriJayadi4"
"None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","None","None","None","None","None","None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","","None","",0,"None","None","None","2019-04-24 10:53","None","None","None","None","None",0,"","1121004114664722432","Pilpres2019 BersihkanIndonesia","positive",0,"Yadi Mulyadi","akangarkeolog"
"None","None","Mantap pak.. #2019TetapJokowi #2019PilihJokowi #2019PilihJokowiKyaiMaruf #JokowiAmin #01IndonesiaMaju #Pilpres2019 #KoalisiPrabohong #SandiwaraUno #Indonesia #Viral #BersatuUsaiPemilu #02KalahTerusBohong","None","None","None","None","None","None","None","Mantap pak.. #2019TetapJokowi #2019PilihJokowi #2019PilihJokowiKyaiMaruf #JokowiAmin #01IndonesiaMaju #Pilpres2019 #KoalisiPrabohong #SandiwaraUno #Indonesia #Viral #BersatuUsaiPemilu #02KalahTerusBohong","","None","",0,"None","None","None","2019-04-24 10:52","None","None","None","None","None",0,"","1121004086411685889","2019TetapJokowi 2019PilihJokowi 2019PilihJokowiKyaiMaruf JokowiAmin 01IndonesiaMaju Pilpres2019 KoalisiPrabohong SandiwaraUno Indonesia Viral BersatuUsaiPemilu 02KalahTerusBohong","neutral",0,"#2019TetapJokowi","AyoJKW"
"None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","None","None","None","None","None","None","None","Saya mendukung Indonesia yang bersih dari polusi dan korupsi di #Pilpres2019 #BersihkanIndonesia ","","None","",0,"None","None","None","2019-04-24 10:50","None","None","None","None","None",0,"","1121003522651242498","Pilpres2019 BersihkanIndonesia","positive",0,"Wafi_Nadhir","NadhirWafi"
"None","None","Nah. Akhirnya aku baru ke bandara itu tanggal 17 April 2019. Satu pekan setelah aku dikirim email bahwa jaket aku ketemu. Dua pekan setelah jaket aku hilang. Aku ke bandara siang, karena paginya aku nyoblos dulu gitu kan #Pilpres2019 #Pemilu2019","None","None","None","None","None","None","None","Nah. Akhirnya aku baru ke bandara itu tanggal 17 April 2019. Satu pekan setelah aku dikirim email bahwa jaket aku ketemu. Dua pekan setelah jaket aku hilang. Aku ke bandara siang, karena paginya aku nyoblos dulu gitu kan #Pilpres2019 #Pemilu2019","","None","",0,"None","None","None","2019-04-24 10:44","None","None","None","None","None",1,"","1121001996549406721","Pilpres2019 Pemilu2019","negative",0,"Bagja ＡＺＦＩＺ Nugraha","azfiz"
"None","None","Inilah dua tokoh dibalik sujud sukurnya Prabowo #Pilpres2019 #peoplepower #119FatalityKetuaKPUMundur #AvangersEndgame","None","None","None","None","None","None","None","Inilah dua tokoh dibalik sujud sukurnya Prabowo #Pilpres2019 #peoplepower #119FatalityKetuaKPUMundur #AvangersEndgame","","None","",0,"None","None","None","2019-04-24 10:43","None","None","None","None","None",0,"","1121001635965050881","Pilpres2019 peoplepower 119FatalityKetuaKPUMundur AvangersEndgame","neutral",0,"annaas sobri al arif","lowo1reng"
